Name,Total,Sex,Year,Frequency
FREDRIC,5,1.0,1915.0,0
FREDRICK,940,1.0,1915.0,14
FREYA,109,2.0,1915.0,0
FREYJA,6,2.0,1915.0,0
FUMI,6,2.0,1915.0,0
FUMIE,6,2.0,1915.0,0
FUMIKO,111,2.0,1915.0,7
FUMIO,5,1.0,1915.0,0
FUMIYE,10,2.0,1915.0,0
FUMIYO,5,2.0,1915.0,0
FUSAE,5,2.0,1915.0,0
FUSAKO,5,2.0,1915.0,0
FYNN,28,1.0,1915.0,0
GABRIEL,2044,1.0,1915.0,0
GABRIELA,177,2.0,1915.0,0
GABRIELLA,574,2.0,1915.0,0
GABRIELLE,1137,2.0,1915.0,0
GAGANDEEP,118,1.0,1915.0,0
GAGANDEEP,72,2.0,1915.0,0
GAGE,468,1.0,1915.0,0
GAIA,5,2.0,1915.0,0
GAIL,2559,2.0,1915.0,0
GALE,175,2.0,1915.0,0
GALEN,39,1.0,1915.0,0
GARETH,165,1.0,1915.0,0
GARETT,94,1.0,1915.0,0
GARFIELD,10,1.0,1915.0,0
GARNET,85,1.0,1915.0,0
GARRET,151,1.0,1915.0,0
GARRETT,943,1.0,1915.0,0
GARRICK,6,1.0,1915.0,0
GARRY,1519,1.0,1915.0,0
GARTH,490,1.0,1915.0,0
GARY,6830,1.0,1915.0,0
GAUGE,14,1.0,1915.0,0
GAURAV,37,1.0,1915.0,0
GAVIN,2051,1.0,1915.0,0
GAVYN,11,1.0,1915.0,0
GAY,63,2.0,1915.0,0
GAYE,15,2.0,1915.0,0
GAYLE,547,2.0,1915.0,0
GAYLENE,10,2.0,1915.0,0
GEET,7,2.0,1915.0,0
GEETA,5,2.0,1915.0,0
GEMMA,269,2.0,1915.0,0
GENA,10,2.0,1915.0,0
GENE,203,1.0,1915.0,0
GENESIS,5,2.0,1915.0,0
GENEVA,12,2.0,1915.0,0
GENEVIEVE,597,2.0,1915.0,0
GEOFFREY,2246,1.0,1915.0,7
GEORDIE,52,1.0,1915.0,0
GEORGE,9783,1.0,1915.0,229
GEORGIA,1241,2.0,1915.0,0
GEORGINA,1102,2.0,1915.0,7
GERALD,4561,1.0,1915.0,15
GERALDINE,1224,2.0,1915.0,6
GERARD,119,1.0,1915.0,0
GERARDUS,5,1.0,1915.0,0
GERHARD,34,1.0,1915.0,0
GERRY,155,1.0,1915.0,0
GERTRUDE,555,2.0,1915.0,28
GIA,124,2.0,1915.0,0
GIAN,6,1.0,1915.0,0
GIANNA,120,2.0,1915.0,0
GIANNI,24,1.0,1915.0,0
GIBSON,11,1.0,1915.0,0
GIDEON,71,1.0,1915.0,0
GILBERT,634,1.0,1915.0,12
GILLIAN,978,2.0,1915.0,0
GIM,5,2.0,1915.0,0
GINA,886,2.0,1915.0,0
GINGER,80,2.0,1915.0,0
GINO,59,1.0,1915.0,0
GIORGIO,5,1.0,1915.0,0
GIOVANNA,11,2.0,1915.0,0
GIOVANNI,230,1.0,1915.0,0
GISELLE,32,2.0,1915.0,0
GIUSEPPE,189,1.0,1915.0,0
GIUSEPPINA,17,2.0,1915.0,0
GLADYS,1061,2.0,1915.0,43
GLEN,2740,1.0,1915.0,0
GLENDA,663,2.0,1915.0,0
GLENN,2191,1.0,1915.0,0
GLENNA,106,2.0,1915.0,0
GLENYS,7,2.0,1915.0,0
GLORIA,2358,2.0,1915.0,0
GLYNIS,19,2.0,1915.0,0
GODFREY,5,1.0,1915.0,0
GORDEN,40,1.0,1915.0,6
GORDON,10112,1.0,1915.0,77
GRACE,3863,2.0,1915.0,35
GRACELYNN,7,2.0,1915.0,0
GRACIE,287,2.0,1915.0,0
GRADY,178,1.0,1915.0,0
GRAEME,921,1.0,1915.0,0
GRAHAM,2150,1.0,1915.0,5
GRANT,2277,1.0,1915.0,0
GRAYDEN,16,1.0,1915.0,0
GRAYDON,73,1.0,1915.0,0
GRAYSEN,22,1.0,1915.0,0
GRAYSON,706,1.0,1915.0,0
GREG,132,1.0,1915.0,0
GREGG,65,1.0,1915.0,0
GREGOR,6,1.0,1915.0,0
GREGORY,7170,1.0,1915.0,0
GREIG,7,1.0,1915.0,0
GRETA,80,2.0,1915.0,0
GREYSON,173,1.0,1915.0,0
GRIFFIN,567,1.0,1915.0,0
GUNEET,64,2.0,1915.0,0
GUNNAR,32,1.0,1915.0,0
GUNNER,18,1.0,1915.0,0
GURBIR,11,1.0,1915.0,0
GURDEEP,47,1.0,1915.0,0
GURDEEP,5,2.0,1915.0,0
GURFATEH,15,1.0,1915.0,0
GURINDER,174,1.0,1915.0,0
GURINDER,7,2.0,1915.0,0
GURJAAP,7,1.0,1915.0,0
GURJEET,10,1.0,1915.0,0
GURJIT,33,1.0,1915.0,0
GURJIT,11,2.0,1915.0,0
GURJOT,135,1.0,1915.0,0
GURJOT,19,2.0,1915.0,0
GURKARAN,34,1.0,1915.0,0
GURKIRAN,11,2.0,1915.0,0
GURKIRAT,41,1.0,1915.0,0
GURLEEN,442,2.0,1915.0,0
GURMAN,150,1.0,1915.0,0
GURMANNAT,8,2.0,1915.0,0
GURMINDER,11,1.0,1915.0,0
GURNEET,94,2.0,1915.0,0
GURNOOR,41,1.0,1915.0,0
GURNOOR,109,2.0,1915.0,0
GURPREET,285,1.0,1915.0,0
GURPREET,225,2.0,1915.0,0
GURSHAAN,113,1.0,1915.0,0
GURSHAN,147,1.0,1915.0,0
GURSHARAN,5,2.0,1915.0,0
GURSHAWN,5,1.0,1915.0,0
GURSIMRAN,5,1.0,1915.0,0
GURSIMRAN,27,2.0,1915.0,0
GURTAJ,23,1.0,1915.0,0
GURTEJ,10,1.0,1915.0,0
GURVEEN,19,2.0,1915.0,0
GURVEER,77,1.0,1915.0,0
GURVINDER,10,1.0,1915.0,0
GURVIR,107,1.0,1915.0,0
GURVIR,5,2.0,1915.0,0
GUS,5,1.0,1915.0,0
GUY,700,1.0,1915.0,0
GWEN,195,2.0,1915.0,0
GWENDOLINE,76,2.0,1915.0,6
GWENDOLYN,550,2.0,1915.0,0
GWENYTH,10,2.0,1915.0,0
GWYNETH,24,2.0,1915.0,0
HADASSAH,6,2.0,1915.0,0
HADI,5,1.0,1915.0,0
HADLEY,97,2.0,1915.0,0
HAFSA,5,2.0,1915.0,0
HAIDEN,16,1.0,1915.0,0
HAILEE,120,2.0,1915.0,0
HAILEY,2211,2.0,1915.0,0
HAILIE,15,2.0,1915.0,0
HAJIME,5,1.0,1915.0,0
HAL,6,1.0,1915.0,0
HALEIGH,6,2.0,1915.0,0
HALEY,1065,2.0,1915.0,0
HALLE,238,2.0,1915.0,0
HALLEY,10,2.0,1915.0,0
HALLIE,49,2.0,1915.0,0
HAMISH,50,1.0,1915.0,0
HAMZA,32,1.0,1915.0,0
HANA,284,2.0,1915.0,0
HANK,10,1.0,1915.0,0
HANNA,575,2.0,1915.0,0
HANNAH,4419,2.0,1915.0,0
HANS,193,1.0,1915.0,0
HAO,10,1.0,1915.0,0
HARBIR,7,1.0,1915.0,0
HARDEEP,117,1.0,1915.0,0
HARDEEP,16,2.0,1915.0,0
HARGUN,5,1.0,1915.0,0
HARGUN,11,2.0,1915.0,0
HARINDER,45,1.0,1915.0,0
HARINDER,13,2.0,1915.0,0
HARJAN,5,1.0,1915.0,0
HARJAP,18,1.0,1915.0,0
HARJAS,5,1.0,1915.0,0
HARJINDER,6,2.0,1915.0,0
HARJIT,33,1.0,1915.0,0
HARJIT,43,2.0,1915.0,0
HARJOT,131,1.0,1915.0,0
HARJOT,105,2.0,1915.0,0
HARKARAN,10,1.0,1915.0,0
HARKIRAN,6,2.0,1915.0,0
HARKIRAT,14,1.0,1915.0,0
HARLAN,5,1.0,1915.0,0
HARLEEN,458,2.0,1915.0,0
HARLEY,401,1.0,1915.0,0
HARLEY,16,2.0,1915.0,0
HARLOW,78,2.0,1915.0,0
HARMAN,388,1.0,1915.0,0
HARMAN,5,2.0,1915.0,0
HARMANDEEP,12,1.0,1915.0,0
HARMEET,5,1.0,1915.0,0
HARMEN,5,1.0,1915.0,0
HARMINDER,5,1.0,1915.0,0
HARMONY,223,2.0,1915.0,0
HARNEET,108,2.0,1915.0,0
HARNOOR,5,1.0,1915.0,0
HARNOOR,145,2.0,1915.0,0
HAROLD,2864,1.0,1915.0,70
HARPER,187,2.0,1915.0,0
HARPREET,155,1.0,1915.0,0
HARPREET,266,2.0,1915.0,0
HARRIET,94,2.0,1915.0,0
HARRIS,40,1.0,1915.0,0
HARRISON,639,1.0,1915.0,0
HARRY,2375,1.0,1915.0,54
HARSH,6,1.0,1915.0,0
HARSHAAN,36,1.0,1915.0,0
HARSHAN,10,1.0,1915.0,0
HARSHDEEP,11,1.0,1915.0,0
HARSIMRAN,5,1.0,1915.0,0
HARSIMRAN,48,2.0,1915.0,0
HARUKO,32,2.0,1915.0,5
HARUMI,6,2.0,1915.0,0
HARUO,5,1.0,1915.0,0
HARUYE,5,2.0,1915.0,0
HARVEEN,69,2.0,1915.0,0
HARVEER,37,1.0,1915.0,0
HARVEY,849,1.0,1915.0,0
HARVINDER,15,1.0,1915.0,0
HARVIR,70,1.0,1915.0,0
HARVIR,5,2.0,1915.0,0
HASSAN,22,1.0,1915.0,0
HAVANA,5,2.0,1915.0,0
HAVEN,26,2.0,1915.0,0
HAYDEN,1445,1.0,1915.0,0
HAYDEN,156,2.0,1915.0,0
HAYDN,10,1.0,1915.0,0
HAYES,5,1.0,1915.0,0
HAYLEE,182,2.0,1915.0,0
HAYLEY,1275,2.0,1915.0,0
HAYLIE,34,2.0,1915.0,0
HAZEL,1251,2.0,1915.0,28
HEATH,130,1.0,1915.0,0
HEATHER,7762,2.0,1915.0,0
HECTOR,49,1.0,1915.0,0
HEIDI,1540,2.0,1915.0,0
HELEN,4281,2.0,1915.0,116
HELENA,433,2.0,1915.0,0
HELENE,27,2.0,1915.0,0
HELGA,16,2.0,1915.0,0
HELLEN,16,2.0,1915.0,0
HENDRIX,12,1.0,1915.0,0
HENLEY,5,2.0,1915.0,0
HENNA,18,2.0,1915.0,0
HENRIETTA,17,2.0,1915.0,0
HENRIK,40,1.0,1915.0,0
HENRY,3369,1.0,1915.0,65
HERBERT,1455,1.0,1915.0,39
HERMAN,188,1.0,1915.0,0
HIDEKO,43,2.0,1915.0,0
HIDEO,147,1.0,1915.0,9
HILARY,438,2.0,1915.0,0
HILDA,500,2.0,1915.0,31
HILLARY,157,2.0,1915.0,0
HIMMAT,54,1.0,1915.0,0
HIROKO,12,2.0,1915.0,0
HIROSHI,172,1.0,1915.0,0
HISAE,5,2.0,1915.0,0
HISAKO,30,2.0,1915.0,0
HISAO,6,1.0,1915.0,0
HO,7,1.0,1915.0,0
HOLDEN,199,1.0,1915.0,0
HOLLIE,18,2.0,1915.0,0
HOLLIS,6,2.0,1915.0,0
HOLLY,2192,2.0,1915.0,0
HOPE,349,2.0,1915.0,0
HORACE,34,1.0,1915.0,9
HOWARD,1541,1.0,1915.0,29
HUBERT,97,1.0,1915.0,5
HUDSON,793,1.0,1915.0,0
HUGH,1180,1.0,1915.0,26
HUGO,135,1.0,1915.0,0
HUNTER,1545,1.0,1915.0,0
HUNTER,125,2.0,1915.0,0
HUSSAIN,5,1.0,1915.0,0
HUXLEY,28,1.0,1915.0,0
IAIN,236,1.0,1915.0,0
IAN,5711,1.0,1915.0,15
IBRAHIM,87,1.0,1915.0,0
ICHIRO,7,1.0,1915.0,0
IDA,417,2.0,1915.0,11
ILONA,13,2.0,1915.0,0
ILYA,9,1.0,1915.0,0
IMAN,13,2.0,1915.0,0
IMOGEN,41,2.0,1915.0,0
IMRAN,21,1.0,1915.0,0
INA,46,2.0,1915.0,0
INDERJIT,5,1.0,1915.0,0
INDERPAL,10,1.0,1915.0,0
INDERPREET,11,1.0,1915.0,0
INDERPREET,15,2.0,1915.0,0
INDIA,26,2.0,1915.0,0
INDIANA,5,2.0,1915.0,0
INEZ,31,2.0,1915.0,0
INGE,5,2.0,1915.0,0
INGRID,437,2.0,1915.0,0
IONA,10,2.0,1915.0,0
IRA,19,1.0,1915.0,0
IRELAND,60,2.0,1915.0,0
IRELYN,5,2.0,1915.0,0
IRENE,2966,2.0,1915.0,47
IRIS,744,2.0,1915.0,10
IRMA,89,2.0,1915.0,0
IRVINE,5,1.0,1915.0,0
ISAAC,2037,1.0,1915.0,0
ISAAK,12,1.0,1915.0,0
ISABEL,965,2.0,1915.0,20
ISABELA,23,2.0,1915.0,0
ISABELL,10,2.0,1915.0,0
ISABELLA,2491,2.0,1915.0,12
ISABELLE,1183,2.0,1915.0,8
ISADORA,5,2.0,1915.0,0
ISAIAH,901,1.0,1915.0,0
ISAMU,72,1.0,1915.0,0
ISAO,12,1.0,1915.0,0
ISHA,35,2.0,1915.0,0
ISHAAN,173,1.0,1915.0,0
ISHAN,12,1.0,1915.0,0
ISHIKA,8,2.0,1915.0,0
ISHMEET,6,2.0,1915.0,0
ISIAH,11,1.0,1915.0,0
ISIS,29,2.0,1915.0,0
ISLA,674,2.0,1915.0,0
ISOBEL,241,2.0,1915.0,11
ISSAC,23,1.0,1915.0,0
IVAN,1150,1.0,1915.0,0
IVANA,29,2.0,1915.0,0
IVER,11,1.0,1915.0,0
IVOR,5,1.0,1915.0,0
IVY,658,2.0,1915.0,15
IYLA,21,2.0,1915.0,0
IZAAK,12,1.0,1915.0,0
IZABEL,5,2.0,1915.0,0
IZABELLA,122,2.0,1915.0,0
IZABELLE,5,2.0,1915.0,0
IZAIAH,5,1.0,1915.0,0
JACE,384,1.0,1915.0,0
JACEY,19,2.0,1915.0,0
JACK,4582,1.0,1915.0,25
JACKELYN,5,2.0,1915.0,0
JACKIE,140,1.0,1915.0,0
JACKIE,156,2.0,1915.0,0
JACKLYN,25,2.0,1915.0,0
JACKSON,2110,1.0,1915.0,0
JACKY,143,1.0,1915.0,0
JACLYN,584,2.0,1915.0,0
JACOB,6847,1.0,1915.0,0
JACQUELINE,4349,2.0,1915.0,0
JACQUELYN,196,2.0,1915.0,0
JACQUES,5,1.0,1915.0,0
JADA,345,2.0,1915.0,0
JADE,70,1.0,1915.0,0
JADE,1164,2.0,1915.0,0
JADEN,796,1.0,1915.0,0
JADEN,125,2.0,1915.0,0
JADON,39,1.0,1915.0,0
JADYN,5,1.0,1915.0,0
JADYN,88,2.0,1915.0,0
JAEDA,14,2.0,1915.0,0
JAEDEN,62,1.0,1915.0,0
JAEDYN,10,2.0,1915.0,0
JAELYN,45,2.0,1915.0,0
JAELYNN,5,2.0,1915.0,0
JAGDEEP,85,1.0,1915.0,0
JAGGER,24,1.0,1915.0,0
JAGJIT,41,1.0,1915.0,0
JAGRAJ,21,1.0,1915.0,0
JAGROOP,11,1.0,1915.0,0
JAI,70,1.0,1915.0,0
JAIDA,140,2.0,1915.0,0
JAIDEN,221,1.0,1915.0,0
JAIDEN,67,2.0,1915.0,0
JAIDON,5,1.0,1915.0,0
JAIDYN,32,2.0,1915.0,0
JAIME,35,1.0,1915.0,0
JAIME,706,2.0,1915.0,0
JAIMEE,37,2.0,1915.0,0
JAIMIE,170,2.0,1915.0,0
JAINA,5,2.0,1915.0,0
JAIRUS,5,1.0,1915.0,0
JAIVEER,27,1.0,1915.0,0
JAKE,1342,1.0,1915.0,0
JAKOB,643,1.0,1915.0,0
JAKUB,12,1.0,1915.0,0
JALEN,65,1.0,1915.0,0
JAMAL,26,1.0,1915.0,0
JAMES,30138,1.0,1915.0,208
JAMESON,55,1.0,1915.0,0
JAMEY,10,1.0,1915.0,0
JAMI,10,2.0,1915.0,0
JAMIE,1785,1.0,1915.0,0
JAMIE,1859,2.0,1915.0,0
JAMIE-LEE,12,2.0,1915.0,0
JAMIESON,31,1.0,1915.0,0
JAMISON,5,1.0,1915.0,0
JAN,282,1.0,1915.0,0
JAN,121,2.0,1915.0,0
JANA,360,2.0,1915.0,0
JANAE,5,2.0,1915.0,0
JANAYA,10,2.0,1915.0,0
JANE,2039,2.0,1915.0,28
JANEL,6,2.0,1915.0,0
JANELLE,658,2.0,1915.0,0
JANESSA,145,2.0,1915.0,0
JANET,4600,2.0,1915.0,20
JANETTE,206,2.0,1915.0,0
JANEY,5,2.0,1915.0,0
JANICE,3986,2.0,1915.0,0
JANIE,14,2.0,1915.0,0
JANINE,847,2.0,1915.0,0
JANIS,501,2.0,1915.0,0
JANNA,164,2.0,1915.0,0
JANNAT,6,2.0,1915.0,0
JAPJI,54,2.0,1915.0,0
JAPNEET,28,2.0,1915.0,0
JAPREET,6,2.0,1915.0,0
JAQUELINE,5,2.0,1915.0,0
JARED,2146,1.0,1915.0,0
JARET,14,1.0,1915.0,0
JARETT,10,1.0,1915.0,0
JAROD,88,1.0,1915.0,0
JARON,18,1.0,1915.0,0
JARRED,85,1.0,1915.0,0
JARRET,25,1.0,1915.0,0
JARRETT,206,1.0,1915.0,0
JARROD,240,1.0,1915.0,0
JASBIR,5,1.0,1915.0,0
JASBIR,10,2.0,1915.0,0
JASDEEP,179,1.0,1915.0,0
JASDEEP,67,2.0,1915.0,0
JASE,106,1.0,1915.0,0
JASEN,10,1.0,1915.0,0
JASHAN,27,1.0,1915.0,0
JASKARAN,209,1.0,1915.0,0
JASKARN,70,1.0,1915.0,0
JASKIRAN,30,2.0,1915.0,0
JASKIRAT,50,1.0,1915.0,0
JASKIRAT,16,2.0,1915.0,0
JASLEEN,386,2.0,1915.0,0
JASMAN,5,1.0,1915.0,0
JASMEEN,189,2.0,1915.0,0
JASMEET,19,1.0,1915.0,0
JASMEET,78,2.0,1915.0,0
JASMIN,399,2.0,1915.0,0
JASMINE,2176,2.0,1915.0,0
JASMYN,10,2.0,1915.0,0
JASNEET,27,2.0,1915.0,0
JASNOOR,24,2.0,1915.0,0
JASON,12236,1.0,1915.0,0
JASPAL,22,1.0,1915.0,0
JASPER,502,1.0,1915.0,0
JASPREET,123,1.0,1915.0,0
JASPREET,286,2.0,1915.0,0
JASRAJ,61,1.0,1915.0,0
JASREET,15,2.0,1915.0,0
JASVINDER,5,1.0,1915.0,0
JASVINDER,10,2.0,1915.0,0
JASWINDER,5,2.0,1915.0,0
JATINDER,129,1.0,1915.0,0
JATINDER,10,2.0,1915.0,0
JAVIER,5,1.0,1915.0,0
JAX,106,1.0,1915.0,0
JAXEN,44,1.0,1915.0,0
JAXON,751,1.0,1915.0,0
JAXSON,358,1.0,1915.0,0
JAXTON,24,1.0,1915.0,0
JAXX,14,1.0,1915.0,0
JAXXON,21,1.0,1915.0,0
JAY,1058,1.0,1915.0,0
JAYA,181,2.0,1915.0,0
JAYCE,117,1.0,1915.0,0
JAYCEE,5,2.0,1915.0,0
JAYDA,242,2.0,1915.0,0
JAYDE,75,2.0,1915.0,0
JAYDEN,1940,1.0,1915.0,0
JAYDEN,250,2.0,1915.0,0
JAYDON,62,1.0,1915.0,0
JAYLA,80,2.0,1915.0,0
JAYLEN,15,1.0,1915.0,0
JAYLENE,68,2.0,1915.0,0
JAYME,5,1.0,1915.0,0
JAYME,165,2.0,1915.0,0
JAYMEE,5,2.0,1915.0,0
JAYMIE,34,2.0,1915.0,0
JAYNA,5,2.0,1915.0,0
JAYNE,79,2.0,1915.0,0
JAYSON,316,1.0,1915.0,0
JAZLYN,6,2.0,1915.0,0
JAZMIN,35,2.0,1915.0,0
JAZMINE,40,2.0,1915.0,0
JAZMYN,5,2.0,1915.0,0
JEAN,137,1.0,1915.0,0
JEAN,3011,2.0,1915.0,63
JEAN-LUC,6,1.0,1915.0,0
JEAN-PAUL,19,1.0,1915.0,0
JEANETTE,1035,2.0,1915.0,0
JEANIE,33,2.0,1915.0,5
JEANINE,112,2.0,1915.0,0
JEANNE,401,2.0,1915.0,0
JEANNETTE,260,2.0,1915.0,0
JEANNIE,84,2.0,1915.0,0
JEANNINE,76,2.0,1915.0,0
JEEVAN,96,1.0,1915.0,0
JEEVAN,5,2.0,1915.0,0
JEFF,74,1.0,1915.0,0
JEFFERY,1186,1.0,1915.0,0
JEFFREY,7541,1.0,1915.0,0
JEFFRY,5,1.0,1915.0,0
JEMMA,56,2.0,1915.0,0
JENA,29,2.0,1915.0,0
JENAYA,31,2.0,1915.0,0
JENELLE,150,2.0,1915.0,0
JENESSA,71,2.0,1915.0,0
JENICA,5,2.0,1915.0,0
JENIFER,71,2.0,1915.0,0
JENILEE,5,2.0,1915.0,0
JENINE,10,2.0,1915.0,0
JENNA,2245,2.0,1915.0,0
JENNI,5,2.0,1915.0,0
JENNICA,11,2.0,1915.0,0
JENNIE,205,2.0,1915.0,13
JENNIFER,15899,2.0,1915.0,0
JENNY,1186,2.0,1915.0,0
JENSEN,41,1.0,1915.0,0
JENSEN,10,2.0,1915.0,0
JENSON,5,1.0,1915.0,0
JERALD,10,1.0,1915.0,0
JEREMEY,6,1.0,1915.0,0
JEREMIAH,530,1.0,1915.0,0
JEREMY,4626,1.0,1915.0,0
JERI,5,2.0,1915.0,0
JERICHO,37,1.0,1915.0,0
JERMAINE,6,1.0,1915.0,0
JEROD,6,1.0,1915.0,0
JEROME,279,1.0,1915.0,0
JEROMY,6,1.0,1915.0,0
JERRY,1051,1.0,1915.0,0
JERSEY,15,2.0,1915.0,0
JESS,36,1.0,1915.0,0
JESSA,54,2.0,1915.0,0
JESSE,4792,1.0,1915.0,0
JESSE,160,2.0,1915.0,0
JESSI,10,2.0,1915.0,0
JESSICA,10027,2.0,1915.0,0
JESSIE,248,1.0,1915.0,0
JESSIE,1504,2.0,1915.0,50
JESSIKA,35,2.0,1915.0,0
JESSY,27,1.0,1915.0,0
JESSY,6,2.0,1915.0,0
JETT,133,1.0,1915.0,0
JEWEL,82,2.0,1915.0,0
JIA,15,1.0,1915.0,0
JIA,75,2.0,1915.0,0
JIGAR,5,1.0,1915.0,0
JILL,1016,2.0,1915.0,0
JILLIAN,1300,2.0,1915.0,0
JIM,146,1.0,1915.0,0
JIMMIE,15,1.0,1915.0,0
JIMMY,573,1.0,1915.0,0
JIN,5,1.0,1915.0,0
JIYA,86,2.0,1915.0,0
JO,166,2.0,1915.0,0
JO-ANN,452,2.0,1915.0,0
JO-ANNE,576,2.0,1915.0,0
JOAN,4136,2.0,1915.0,24
JOANN,98,2.0,1915.0,0
JOANNA,1016,2.0,1915.0,0
JOANNE,3436,2.0,1915.0,0
JOAO,6,1.0,1915.0,0
JOAQUIN,27,1.0,1915.0,0
JOBAN,43,1.0,1915.0,0
JOCELYN,1125,2.0,1915.0,0
JODI,964,2.0,1915.0,0
JODIE,495,2.0,1915.0,0
JODY,438,1.0,1915.0,0
JODY,894,2.0,1915.0,0
JOE,302,1.0,1915.0,7
JOEL,2470,1.0,1915.0,0
JOELLE,179,2.0,1915.0,0
JOESPH,5,1.0,1915.0,0
JOEY,351,1.0,1915.0,0
JOEY,31,2.0,1915.0,0
JOHAN,20,1.0,1915.0,0
JOHANNA,367,2.0,1915.0,0
JOHANNES,115,1.0,1915.0,0
JOHN,32598,1.0,1915.0,419
JOHN,19,2.0,1915.0,0
JOHNATHAN,589,1.0,1915.0,0
JOHNATHON,135,1.0,1915.0,0
JOHNNIE,23,1.0,1915.0,0
JOHNNY,829,1.0,1915.0,0
JOHNSON,57,1.0,1915.0,0
JOLEEN,38,2.0,1915.0,0
JOLENE,555,2.0,1915.0,0
JOLIE,36,2.0,1915.0,0
JON,358,1.0,1915.0,0
JONAH,783,1.0,1915.0,0
JONAS,276,1.0,1915.0,0
JONATHAN,6148,1.0,1915.0,0
JONATHON,519,1.0,1915.0,0
JONI,46,2.0,1915.0,0
JORDAN,7299,1.0,1915.0,0
JORDAN,1010,2.0,1915.0,0
JORDANA,86,2.0,1915.0,0
JORDANNA,23,2.0,1915.0,0
JORDANNE,10,2.0,1915.0,0
JORDEN,91,1.0,1915.0,0
JORDIN,6,1.0,1915.0,0
JORDIS,7,2.0,1915.0,0
JORDON,335,1.0,1915.0,0
JORDYN,758,2.0,1915.0,0
JORDYNN,10,2.0,1915.0,0
JORJA,167,2.0,1915.0,0
JORY,13,1.0,1915.0,0
JOS…,5,1.0,1915.0,0
JOSE,198,1.0,1915.0,0
JOSEF,78,1.0,1915.0,0
JOSEPH,10995,1.0,1915.0,78
JOSEPHINE,1326,2.0,1915.0,21
JOSH,233,1.0,1915.0,0
JOSHUA,9647,1.0,1915.0,0
JOSIAH,481,1.0,1915.0,0
JOSIE,176,2.0,1915.0,0
JOSUE,5,1.0,1915.0,0
JOURNEY,17,2.0,1915.0,0
JOVAN,199,1.0,1915.0,0
JOVEN,16,1.0,1915.0,0
JOVIE,6,2.0,1915.0,0
JOVIN,28,1.0,1915.0,0
JOY,851,2.0,1915.0,0
JOYCE,2382,2.0,1915.0,15
JUAN,50,1.0,1915.0,0
JUANITA,505,2.0,1915.0,0
JUDAH,150,1.0,1915.0,0
JUDE,300,1.0,1915.0,0
JUDITH,4364,2.0,1915.0,0
JUDY,2064,2.0,1915.0,0
JUJHAR,32,1.0,1915.0,0
JULES,11,1.0,1915.0,0
JULIA,4144,2.0,1915.0,10
JULIAN,1141,1.0,1915.0,0
JULIANA,352,2.0,1915.0,0
JULIANNA,340,2.0,1915.0,0
JULIANNE,178,2.0,1915.0,0
JULIE,3922,2.0,1915.0,0
JULIE-ANN,28,2.0,1915.0,0
JULIEN,176,1.0,1915.0,0
JULIET,102,2.0,1915.0,0
JULIETTE,154,2.0,1915.0,0
JULIO,6,1.0,1915.0,0
JULIUS,50,1.0,1915.0,0
JUN,34,1.0,1915.0,0
JUNE,1728,2.0,1915.0,5
JUNIPER,41,2.0,1915.0,0
JUNO,24,2.0,1915.0,0
JUSTICE,162,1.0,1915.0,0
JUSTICE,60,2.0,1915.0,0
JUSTIN,7859,1.0,1915.0,0
JUSTINA,12,2.0,1915.0,0
JUSTINE,839,2.0,1915.0,0
JUSTUS,5,1.0,1915.0,0
JUSTYN,6,1.0,1915.0,0
KA,20,1.0,1915.0,0
KA,28,2.0,1915.0,0
KABIR,145,1.0,1915.0,0
KACEY,16,2.0,1915.0,0
KACIE,5,2.0,1915.0,0
KADE,205,1.0,1915.0,0
KADEN,627,1.0,1915.0,0
KADENCE,85,2.0,1915.0,0
KADIE,5,2.0,1915.0,0
KADIN,29,1.0,1915.0,0
KADYN,11,1.0,1915.0,0
KAEDE,6,2.0,1915.0,0
KAEDEN,103,1.0,1915.0,0
KAEL,81,1.0,1915.0,0
KAELA,58,2.0,1915.0,0
KAELAN,72,1.0,1915.0,0
KAELEN,5,1.0,1915.0,0
KAELI,10,2.0,1915.0,0
KAELIN,5,1.0,1915.0,0
KAELYN,149,2.0,1915.0,0
KAI,1217,1.0,1915.0,0
KAI,5,2.0,1915.0,0
KAIA,211,2.0,1915.0,0
KAIDEN,429,1.0,1915.0,0
KAIDENCE,6,2.0,1915.0,0
KAILA,225,2.0,1915.0,0
KAILEE,124,2.0,1915.0,0
KAILEN,6,1.0,1915.0,0
KAILEY,366,2.0,1915.0,0
KAILYN,64,2.0,1915.0,0
KAINE,10,1.0,1915.0,0
KAIRA,6,2.0,1915.0,0
KAIRI,5,2.0,1915.0,0
KAITLIN,759,2.0,1915.0,0
KAITLYN,2117,2.0,1915.0,0
KAITLYNN,187,2.0,1915.0,0
KAITO,5,1.0,1915.0,0
KAIUS,12,1.0,1915.0,0
KAIYA,155,2.0,1915.0,0
KAJAL,22,2.0,1915.0,0
KAJOL,5,2.0,1915.0,0
KALA,5,2.0,1915.0,0
KALAN,31,1.0,1915.0,0
KALE,202,1.0,1915.0,0
KALEB,670,1.0,1915.0,0
KALEIGH,156,2.0,1915.0,0
KALEM,16,1.0,1915.0,0
KALEN,153,1.0,1915.0,0
KALEY,38,2.0,1915.0,0
KALI,247,2.0,1915.0,0
KALIA,14,2.0,1915.0,0
KALIAH,5,2.0,1915.0,0
KALIE,6,2.0,1915.0,0
KALINA,30,2.0,1915.0,0
